sample_id,iteration,seed,Percentage of rooms cleaned,Total moves,Total time
0,0,318720472771394762547767759246905718522,1.0,7895,0.16031217575073242
0,1,274768298169243955539153645361577799768,1.0,6425,0.12945795059204102
0,2,106985196659506458271423574102774191969,1.0,9535,0.18021869659423828
0,3,238483365827205765182955712230140908515,1.0,8445,0.15987491607666016
0,4,51213275183458302382524931359264722254,1.0,7515,0.1411421298980713
0,5,277629595817387611523960562689752160740,1.0,9405,0.18746352195739746
0,6,9994808501753431395089258160588246334,1.0,7455,0.14155054092407227
0,7,338739132601543661302182694140912318129,1.0,6675,0.12831926345825195
0,8,198438585737001979316845843035250988085,1.0,8015,0.14884114265441895
0,9,68677988858556034354269124499465804515,1.0,6405,0.12385725975036621
0,10,158714314021825001063633636686295479202,1.0,10175,0.18610572814941406
0,11,141948468425886497733900361983836816094,1.0,6145,0.11413836479187012
0,12,125662640611720386428995971802043298745,1.0,8445,0.15538454055786133
0,13,301459760501632987771742339795213967929,0.984,10687,0.20000791549682617
0,14,112352065659505131196701971368839267057,1.0,10195,0.18909955024719238
0,15,20544086007259623138472865547718972573,0.992,10586,0.20017218589782715
0,16,62129516694910125757857451291049266278,1.0,8875,0.16208481788635254
0,17,251192801248453116448750239016831216886,1.0,7505,0.14450550079345703
0,18,234847630911315809970209626975945157954,1.0,4595,0.08897686004638672
0,19,78455285268520427622276232283830831746,1.0,9205,0.1728060245513916
0,20,175573604191698279485583901747376709000,1.0,5515,0.10425353050231934
0,21,218445191887902654484201828776843559706,0.992,10156,0.20012211799621582
0,22,181392883685137131269557170281961114689,1.0,6335,0.11963081359863281
0,23,119895642533110357073059829844694656984,1.0,6755,0.1259293556213379
0,24,76395744746270373123083198715574511077,0.968,10829,0.20007109642028809
0,25,59578488620097189957428376591823822289,0.992,10606,0.20008397102355957
0,26,101906604694855406987417751239636349005,1.0,6655,0.12655901908874512
0,27,151962121399582189125832295430887682772,1.0,6975,0.12661027908325195
0,28,283291222565977468409519644411834250195,1.0,8145,0.1530294418334961
0,29,41047017185246701138299797799505942441,1.0,6205,0.11664056777954102
0,30,12082238148561103580879818870496710496,0.992,10896,0.20000839233398438
0,31,191285150053045690005396237611443847333,0.992,10666,0.20004749298095703
0,32,155846464006706317943290202046131640521,1.0,6175,0.11657881736755371
0,33,282911861526970918456527115222310703562,0.984,10837,0.2001638412475586
0,34,50361266319342716716126625363024100248,1.0,9985,0.18292951583862305
0,35,112633089710312327096632480824469258511,1.0,7905,0.14795589447021484
0,36,270497391371611883393201682626447660112,1.0,10575,0.19909977912902832
0,37,29221074022301884856388918212708227815,1.0,9985,0.18667078018188477
0,38,115842818027602385557868626138889815160,1.0,8145,0.14918994903564453
0,39,144011722378505410747809250281956239376,1.0,5525,0.10244870185852051
0,40,154253609846653533552374173762147634149,1.0,7415,0.1383070945739746
0,41,193709132279755417533749159722126353684,1.0,6395,0.11692595481872559
0,42,149269653037967560069167787422236213271,1.0,7815,0.146864652633667
0,43,277958215708443712200327449177769774316,0.992,10556,0.20000886917114258
0,44,206859442008026139840973548247251158603,0.992,10286,0.20003104209899902
0,45,237253676960845914255330404536223178613,1.0,10075,0.19085979461669922
0,46,301212624572947253806339905971838726495,1.0,8415,0.15982460975646973
0,47,7061737129693532601945613352434379074,0.968,10809,0.20001530647277832
0,48,296843427991633305685286971359723383051,1.0,9885,0.18267464637756348
0,49,336465379974348702459649584876446013129,0.992,10426,0.20006394386291504
1,0,225595516853435416573523895613132988667,0.992,10854,0.2000715732574463
1,1,141882807385290241068414420322810778320,1.0,8972,0.16496777534484863
1,2,124344654938775737073208041733365592714,1.0,8169,0.159682035446167
1,3,55996594027593622879516915248347246261,0.96,5952,0.20003819465637207
1,4,109091889346844682383685470504861470930,1.0,5848,0.11063575744628906
1,5,55375233725556424723320822680359598477,1.0,10391,0.19269442558288574
1,6,142584316310998553382988449560676733964,1.0,5771,0.10765719413757324
1,7,277743231251539848944661917565359191502,1.0,6992,0.12720704078674316
1,8,89133048522277970171808301800742351450,1.0,7399,0.13636541366577148
1,9,46935484788175362188336496556095951627,1.0,9225,0.16847825050354004
1,10,337691506488306862347578639885985867480,1.0,5672,0.1025087833404541
1,11,226685074981623893162674592083084644261,0.984,10723,0.20002293586730957
1,12,177062077775475764688799271904075078796,1.0,9995,0.1809215545654297
1,13,233712365005504308707353100178156954170,1.0,8554,0.15778303146362305
1,14,269882128859654193385161914710367598356,1.0,7751,0.1396026611328125
1,15,253933438934932400594722193553497968301,1.0,10435,0.19065356254577637
1,16,290586146329309705934678358265595361106,1.0,8037,0.14874744415283203
1,17,123135248512142424456531224672212285901,0.992,10645,0.20014500617980957
1,18,267939240532184869436674485360851294588,1.0,9324,0.17052483558654785
1,19,25423623074203743922369030612964420777,1.0,9643,0.1794753074645996
1,20,174565217711122512781107846548459826134,1.0,6640,0.1211843490600586
1,21,337201305152239354083573606399372718324,1.0,7388,0.1374962329864502
1,22,118493967250170682392279710593316188884,1.0,6024,0.10956358909606934
1,23,219208008344215940280927903005928695927,1.0,6376,0.11799025535583496
1,24,257860217205016258364083874331573756471,0.984,10932,0.20000457763671875
1,25,169974388435987192274447812081218951723,1.0,8422,0.15774774551391602
1,26,243217394150041706947004359765535055402,1.0,8257,0.1511077880859375
1,27,328163648809624656667864950581436885668,1.0,8961,0.1653134822845459
1,28,283016025146955550989711185183286731163,1.0,6420,0.1178739070892334
1,29,322935312325979378930946176190245349034,1.0,7421,0.13591599464416504
1,30,308892278395782634543353734076277604823,1.0,9731,0.17662954330444336
1,31,4610341443016443682849462193768303412,0.992,10535,0.2000720500946045
1,32,241683351351030776735898125466586963433,1.0,8092,0.1459498405456543
1,33,263779147317365807014858225022330465211,1.0,6717,0.12407612800598145
1,34,428586212932284860767207542768086306,1.0,8598,0.1556382179260254
1,35,241212416082590312588979897163945606507,1.0,7421,0.13689970970153809
1,36,90332761703882768559850991299649579443,1.0,9456,0.17133307456970215
1,37,51677064165834966313407053621125900330,1.0,7113,0.13123083114624023
1,38,279735112984630942162573232709523604027,1.0,9621,0.17444443702697754
1,39,71116845955566680471963505407653260222,1.0,9104,0.16686463356018066
1,40,199282444437329137853181319340379816164,1.0,8653,0.15712618827819824
1,41,209221644802864619549845015764940641265,0.968,10912,0.2000415325164795
1,42,9294028812627713859743050492085309504,1.0,9544,0.17244839668273926
1,43,61395189556482972733655776940151164464,1.0,8543,0.1596834659576416
1,44,82057772740279705069667891835882050796,0.968,5247,0.20006918907165527
1,45,37356791040888416893782838662122341458,1.0,10347,0.18874549865722656
1,46,203207700297536481945418823145541198246,1.0,6992,0.12692809104919434
1,47,73483964587707954968458081310168943474,1.0,6266,0.11620903015136719
1,48,116366525265246912485439570412694968616,1.0,8466,0.15274977684020996
1,49,285206039824970975342006053679387659428,1.0,6233,0.11499238014221191
2,0,81275957208039066676046084213290228519,0.992,11156,0.20017790794372559
2,1,16625644455224012714232378524264694631,1.0,6799,0.1261296272277832
2,2,23949524347941760417726973947602004581,1.0,10567,0.1889040470123291
2,3,275908433208548732902353757200447425978,0.992,10928,0.20015215873718262
2,4,290264759608162274271480717635970135559,1.0,9343,0.1726527214050293
2,5,162933792763633412403231300731179478262,1.0,9403,0.16914010047912598
2,6,86510080966292558498534961163998543234,1.0,8659,0.16503334045410156
2,7,269697614881409242371379944336500994475,1.0,5779,0.10633039474487305
2,8,120925779970135671516942735772684406046,0.936,10971,0.20011138916015625
2,9,51899961087192070234358421831273523968,1.0,6259,0.11965417861938477
2,10,70643791908931226469808168053372986294,1.0,7879,0.14774250984191895
2,11,275162783092723382396867129057654986632,1.0,7243,0.13222050666809082
2,12,44184123885266445732472328215924828335,0.992,10880,0.20006918907165527
2,13,335084925363844257026572189962491562039,1.0,10015,0.18910503387451172
2,14,180455009561364817737000182017776453316,1.0,9271,0.17265963554382324
2,15,157933137140662853422727976805244939237,0.968,10667,0.2000432014465332
2,16,152962306323744996697999329156863495583,0.912,8382,0.20029139518737793
2,17,248776048002728428033254977949069681822,1.0,9223,0.1837930679321289
2,18,102068658120052318590382124048314179574,1.0,9067,0.18107080459594727
2,19,220923142057167879561963787255800463376,0.992,9728,0.20008325576782227
2,20,214875926599757721569515408523592655484,1.0,9919,0.1839923858642578
2,21,43069911554763524592467485696512519035,1.0,5827,0.1099703311920166
2,22,298203256827574524170622539013321553761,0.992,10868,0.20009160041809082
2,23,302404289838751453222129369429868097405,1.0,9559,0.17655634880065918
2,24,264830291765434965063633855165881334859,1.0,10459,0.20009922981262207
2,25,156230036008010322529783577229776839970,1.0,6403,0.1253674030303955
2,26,120702827564925142628426490838153427963,1.0,8887,0.17560410499572754
2,27,255555444541041540785224050906103163732,1.0,6571,0.12366008758544922
2,28,67783678438196449059568809609005526171,1.0,5731,0.10603141784667969
2,29,40328692458183282087727125575050566686,1.0,6115,0.11143279075622559
2,30,334188880505087883937648617032991652149,1.0,7723,0.1445767879486084
2,31,129819440483738954616532035316118888953,1.0,9511,0.17129731178283691
2,32,143612523048153576319290091082924522321,1.0,6391,0.12222766876220703
2,33,150424652622785436963130206228352909124,0.976,11098,0.20003724098205566
2,34,76660530284822658990801348369300645571,1.0,9727,0.17449092864990234
2,35,58561776433726536372240529287674464857,1.0,6931,0.12757277488708496
2,36,44214950130832326230149090891814961758,1.0,6775,0.127838134765625
2,37,260810621370107253009941442812539693474,1.0,6955,0.12692666053771973
2,38,12991532807608580764754424528481855797,1.0,10831,0.1954209804534912
2,39,17868743170263625642662476699203200954,1.0,7651,0.1420140266418457
2,40,198978141635416343281666145077691932526,0.976,10978,0.2000291347503662
2,41,182760993823672263959814357514516258864,1.0,6859,0.12787127494812012
2,42,150873390420684702564327133782771055027,1.0,6511,0.11575651168823242
2,43,103842855833999619908234121182240239241,0.984,10941,0.20022082328796387
2,44,236875630089850541965636369673744960820,0.992,11168,0.20006561279296875
2,45,263720461882262762927431255686197270168,1.0,7915,0.14740490913391113
2,46,216471156970756978388261634480085288299,0.472,2233,0.20004796981811523
2,47,142753897313279794319245055922892287479,1.0,7279,0.13475394248962402
2,48,239722942689225366598337413734286423461,1.0,10627,0.19674324989318848
2,49,151503688649795609366878378136811776542,0.992,11036,0.2001478672027588
3,0,51320729318029143846401024575052662015,1.0,7309,0.13482141494750977
3,1,161998224650897214506792105586307311732,1.0,10459,0.19029951095581055
3,2,55972418665543231120248043113797598777,0.968,10953,0.20000815391540527
3,3,138622133004856645186574680766916208008,1.0,10921,0.19500041007995605
3,4,328625590495094002889274995894338549455,1.0,7743,0.14327716827392578
3,5,214656107302085289825546244879930428462,1.0,8107,0.14536142349243164
3,6,234303925717393099882751070175942648099,1.0,6469,0.11617708206176758
3,7,275548638569713922384651482993802522878,1.0,6343,0.11713624000549316
3,8,31684290397820623528467706189448946697,1.0,10613,0.18979787826538086
3,9,220067891536487500812835289403020459634,0.984,11343,0.20009088516235352
3,10,137305071157631810075864041356211464891,0.992,10810,0.20007634162902832
3,11,318423056753744082781334746596307518660,0.992,11048,0.20006203651428223
3,12,330623373455181845557566409637511621998,1.0,6735,0.12697553634643555
3,13,220349260455856604013492462194474526140,0.984,9327,0.2003345489501953
3,14,143237462943073723661260076239111464147,1.0,8793,0.171278715133667
3,15,110569253602406764670189623050135914882,1.0,9017,0.17942190170288086
3,16,311121344094047208949701209478873232611,1.0,9591,0.17740130424499512
3,17,291497468158325464506958004902595175460,0.992,10432,0.20015406608581543
3,18,335878661324240051015461006625044262897,1.0,8289,0.1518714427947998
3,19,142835332201868599906649900276898653569,0.992,10922,0.20002436637878418
3,20,100552636639640021484581996464321882732,1.0,5419,0.1026616096496582
3,21,32730429806196046321122152413887536516,0.992,11272,0.2000277042388916
3,22,190331940149309645413357301174254266690,1.0,6413,0.1181480884552002
3,23,111556980892433059932850172826572935090,0.992,10908,0.2001965045928955
3,24,252220824984722802245265435041168658497,0.992,10740,0.20026183128356934
3,25,128937336077559876506176943811516138229,1.0,9213,0.17400598526000977
3,26,183746300884273228158958191963498649070,1.0,9675,0.1721200942993164
3,27,69585885672362549775650291780309097507,1.0,10515,0.1955103874206543
3,28,252449160213505327035889440030513269269,1.0,10585,0.18610715866088867
3,29,17409686104967203423359949010357298478,1.0,7379,0.13621091842651367
3,30,94283777390959102096034752548387807371,1.0,6903,0.12467551231384277
3,31,261758122868525375267557232331121145616,1.0,8387,0.15294909477233887
3,32,195964176013459938419536191160220599610,1.0,8079,0.14388465881347656
3,33,253204426193837527261395723430752533443,1.0,8919,0.16322946548461914
3,34,179411979474483243698974480597572320529,1.0,8975,0.17108964920043945
3,35,22810754554092001273802753135476909224,0.992,11174,0.20020198822021484
3,36,125619294080164628578198717453955906998,1.0,9577,0.17774724960327148
3,37,209392543278527086266696772789448462722,1.0,7169,0.13289451599121094
3,38,51867974785243679416088537249957667303,0.992,11272,0.20012259483337402
3,39,215582089738529092941043582865825399988,0.984,11091,0.20015954971313477
3,40,214367133766631305296205621548281194677,1.0,8793,0.16344380378723145
3,41,289710028449632502625345040212205531001,0.976,10784,0.2001512050628662
3,42,280391039647136304207808248577121458429,1.0,8233,0.15051913261413574
3,43,324143180769745545631974183919128676910,1.0,9115,0.16321539878845215
3,44,131159758213751807971626835040695488507,1.0,10165,0.184600830078125
3,45,164417354374115719528936035579915900904,0.984,10867,0.20012998580932617
3,46,188620658934026384245061340237341846752,1.0,6035,0.11160063743591309
3,47,97727133333587328722926512992158034041,1.0,6805,0.12767338752746582
3,48,158003177325280436716448735711634335824,1.0,7729,0.14269757270812988
3,49,65523395060662406631459487229326598803,0.992,11230,0.20018696784973145
4,0,290156313955174896976143432933092936190,0.96,11220,0.20017409324645996
4,1,281206531453358739308217588552717983408,1.0,6700,0.1296241283416748
4,2,206406667746568559220159877315369242336,1.0,10150,0.1854078769683838
4,3,5565453745196392485996603197907471797,1.0,7435,0.13732695579528809
4,4,39510281788177883549378053399423764363,0.968,10979,0.20025396347045898
4,5,84085338795698791201278930992341361977,0.992,10601,0.2002413272857666
4,6,209093808325099738938324221048590975970,0.992,10496,0.200209379196167
4,7,193668613031453801910757043580407224545,1.0,10180,0.1894543170928955
4,8,209918505238908559019631654487819690877,1.0,8950,0.16286325454711914
4,9,33923241601460738444799025029584337785,0.392,1541,0.200209379196167
4,10,178075309763661862108828079367758812036,1.0,9010,0.17433977127075195
4,11,265549626028163442421595092246673144110,0.992,10511,0.20023369789123535
4,12,28001466895548300311035909772825050419,1.0,8470,0.15342974662780762
4,13,336125981155685538091465164071767261783,1.0,7945,0.151533842086792
4,14,107447683674357656945913513392731490260,1.0,9085,0.16825079917907715
4,15,231562965803133520110069988803762548150,1.0,5155,0.10634946823120117
4,16,269631553564702804623696368298814338810,0.992,11141,0.2001950740814209
4,17,136250229718361680227844807855691995615,1.0,10360,0.19208121299743652
4,18,236586179704937701948805183456619004082,1.0,9670,0.17691540718078613
4,19,101158088286837416475790846503579158857,0.992,11081,0.2002100944519043
4,20,237824492833140464791308334362160139601,1.0,7600,0.13761377334594727
4,21,73993665132880231265181261554861846189,1.0,9820,0.17789173126220703
4,22,269820476762179303296415926449397599766,0.992,11066,0.200148344039917
4,23,339630980793371647010394643482252079512,0.992,11216,0.20015335083007812
4,24,35846375734330293930614862320063362675,1.0,9880,0.17803692817687988
4,25,133662314261778820008092416327706722837,1.0,10840,0.19456768035888672
4,26,236862316013862693623789565668595414917,1.0,10630,0.19107556343078613
4,27,132817147068508601926812165384656787281,1.0,7360,0.1355726718902588
4,28,123495367897827880653961842015581178160,1.0,7735,0.13788723945617676
4,29,223799820159221297063127023292220419060,1.0,10120,0.18101143836975098
4,30,53089624600796292588604258228605436484,0.992,11351,0.20006775856018066
4,31,91228086763386849685979941759853642168,1.0,9370,0.1680436134338379
4,32,78081340511651187994968219330488095266,1.0,7675,0.13828420639038086
4,33,47188508409115034295785915693836241642,0.976,11278,0.2003617286682129
4,34,139733093757244370079299081804443449061,1.0,8125,0.147813081741333
4,35,336522343749324615729024929388088922495,1.0,10255,0.1839137077331543
4,36,137208989766551659373258922127737146091,1.0,9385,0.1684255599975586
4,37,339260484077275642788809496029802410547,1.0,8215,0.15366053581237793
4,38,182974057702226842571847343828869854889,1.0,7600,0.1390376091003418
4,39,328666608248191747780184399637402046204,1.0,10540,0.19707822799682617
4,40,9120580212485949523603963767784864765,1.0,8365,0.14901161193847656
4,41,161312645260604107750993304120764730608,1.0,7465,0.13343214988708496
4,42,86966373175077572976865742862766767241,0.984,11352,0.20009446144104004
4,43,3786150590423247794926280091357493802,1.0,10675,0.1880474090576172
4,44,248979176471116830653391747831926748812,0.992,11276,0.20009946823120117
4,45,61523779082334162007242529785166451825,1.0,8125,0.1437222957611084
4,46,226126599394493072811457907920454202485,0.984,10092,0.20018839836120605
4,47,332795125331333378614997436165443260794,1.0,8380,0.15332698822021484
4,48,207826096983820301597251265604186726511,1.0,9160,0.17160654067993164
4,49,79583147900675757929607969185655057072,0.992,11156,0.20017337799072266
5,0,159113979800644091066420362931961932963,1.0,10195,0.19231867790222168
5,1,59907421623377961311645237436218618105,1.0,9091,0.16960835456848145
5,2,171864701469094129727947060755358212894,0.992,10804,0.20021462440490723
5,3,230298220767526715732793898599267152383,1.0,7187,0.1591501235961914
5,4,31811489707575585657222944136492183121,0.992,11076,0.20007562637329102
5,5,29947068463848520623101485941690859872,1.0,6243,0.10996031761169434
5,6,71618919524148124625518130704178248811,1.0,9459,0.1671769618988037
5,7,200624959849286752770101751085522129489,1.0,6035,0.10933351516723633
5,8,70419100158957437247649193227335367423,1.0,8227,0.14882922172546387
5,9,285252030821622086183938084922807199301,1.0,7491,0.13097691535949707
5,10,57015922418453997737998159994125438031,1.0,10931,0.19307494163513184
