sample_id,iteration,seed,Percentage of rooms cleaned,Total moves,Total time
0,0,163453937661079351732579836383917700017,1.0,6825,0.13048553466796875
0,1,311564550357244804040235757888716083630,1.0,10505,0.1973249912261963
0,2,258003554629394068498939493012216691335,1.0,7245,0.135209321975708
0,3,179616760116313155721976952413361124125,1.0,6325,0.11890101432800293
0,4,182900290197033515859536209905367540858,0.968,10589,0.2000870704650879
0,5,77831644250805498133788283833505716422,1.0,7235,0.13582158088684082
0,6,272613003998732235645353347894882420721,1.0,10225,0.18677401542663574
0,7,131932729454354717975135466779528430480,1.0,4985,0.0932319164276123
0,8,297297492662863270105895199814653950893,1.0,9165,0.17248058319091797
0,9,96261520654579128901629087303087499590,1.0,8565,0.15859031677246094
0,10,69189384802364947991605819322299808221,0.992,10816,0.2001488208770752
0,11,27226953588479658016741971347597539255,1.0,5815,0.10949420928955078
0,12,307436189452115543366003724541612843017,1.0,7675,0.1498548984527588
0,13,222590280596970687684268036794091996615,1.0,9425,0.17397546768188477
0,14,97420583649557585303247460604932814113,1.0,8165,0.16159820556640625
0,15,169768887585629012790803265522351568821,1.0,9435,0.18038272857666016
0,16,190658840755929424509121276958221058780,1.0,7395,0.14773893356323242
0,17,72643275488155214883445847487614536716,1.0,7885,0.14566326141357422
0,18,153918944829504671907098485164373080796,1.0,5375,0.10447931289672852
0,19,178191978112678834741969728610397630107,1.0,6385,0.11689114570617676
0,20,134370798705551900917369000894590790827,0.992,10546,0.20006918907165527
0,21,129437073958017364908560511781522380921,1.0,8825,0.16277480125427246
0,22,133767395060681966152049218869557557504,1.0,7865,0.14695453643798828
0,23,243852366737450122767797459390717355431,0.992,10986,0.20017361640930176
0,24,142038109879609514708228842999859573533,1.0,6715,0.12492966651916504
0,25,75594231648305038745532989247318219113,1.0,6435,0.1239626407623291
0,26,318818947920146362765301972673900465571,1.0,6465,0.12598872184753418
0,27,324401492914240000285535740889729711688,1.0,6305,0.1193549633026123
0,28,316899964812023874791000332229381128008,1.0,4675,0.08635163307189941
0,29,148465894010752555564325090060401137703,1.0,7575,0.14284467697143555
0,30,276654482247635205858098684133839255766,0.976,10898,0.20015239715576172
0,31,178810799179246081790913813027875402519,1.0,9515,0.18205904960632324
0,32,186330683027113549800134195425362099008,0.992,9916,0.2000131607055664
0,33,253632431940289464209561543971465516281,0.96,10620,0.2000901699066162
0,34,56959632447452296987734751509822565006,1.0,8175,0.16733717918395996
0,35,339552077141839338188247331344487371008,1.0,8555,0.15907907485961914
0,36,130568603599603238901770088664732648481,1.0,7945,0.1438581943511963
0,37,185235461464980292304927144728203527921,0.992,9986,0.20013070106506348
0,38,185609679793472235461082956071904424588,0.992,10926,0.20006775856018066
0,39,307875824254489339944785033318126824528,0.992,10776,0.2001628875732422
0,40,165880638468501892435216764259537672656,1.0,9285,0.17247319221496582
0,41,254577007407317432308537269562000539013,1.0,9705,0.17934966087341309
0,42,190251232257534530193031476644256608516,0.992,10946,0.20007562637329102
0,43,182492957259482824641462827903745312784,1.0,7405,0.15694952011108398
0,44,246327261677651019258023845476063745365,1.0,6795,0.1239023208618164
0,45,45690226420993597947763433321108668481,1.0,9795,0.18070316314697266
0,46,179512783063028916890708817017844131799,0.992,10596,0.20000553131103516
0,47,82178145332317841631690159959578827926,1.0,5935,0.10991096496582031
0,48,226195118002274094608503216329978977407,1.0,7475,0.1383974552154541
0,49,149717668771102803363965934626271804775,1.0,8545,0.15385723114013672
1,0,329443541357344878058556114172694767168,1.0,8273,0.14964628219604492
1,1,298810228967043641347318099262796717153,1.0,7064,0.1255815029144287
1,2,198044516218882195456494660748110650596,0.992,10965,0.2000408172607422
1,3,241574838115997834855330793961672749941,1.0,8130,0.14893794059753418
1,4,106635870920367708310793592108229079544,1.0,8910,0.1610262393951416
1,5,105678931368004215260082954857384716079,1.0,6466,0.1149435043334961
1,6,306167256215150623259084160230887841744,1.0,9963,0.17802906036376953
1,7,167089665095622962223778037205543173675,1.0,10366,0.18131470680236816
1,8,151439624802144970924271449482340347056,1.0,6830,0.12361931800842285
1,9,325313714935798260089708382916548574409,0.984,11200,0.20002484321594238
1,10,252082516179105550362871939802431379116,1.0,5504,0.10047054290771484
1,11,208871175354089266244255248858303732871,1.0,10327,0.18486833572387695
1,12,340231811588945333333478669291580530987,1.0,7480,0.13232421875
1,13,159490274628243381780115440171361662990,1.0,6570,0.12040495872497559
1,14,78783956920666770716864091556255312857,1.0,7350,0.12944769859313965
1,15,145519598077942602537065126019704690079,0.936,11024,0.20006513595581055
1,16,154564423464073339103857660683439742964,0.992,11381,0.2000737190246582
1,17,289813504193357225883202003079182899267,1.0,6986,0.12452077865600586
1,18,295506642891086134072374004358504446549,1.0,10951,0.19637489318847656
1,19,69279525799341046974153814817327756374,1.0,6791,0.12026762962341309
1,20,44867594419528846719627891693651745116,1.0,7831,0.14045953750610352
1,21,12602886882478926709693747141277018608,1.0,6115,0.1080782413482666
1,22,326361681944458428767728416498315408902,1.0,7038,0.12615203857421875
1,23,22122672797510367696246227178051124149,1.0,10223,0.18961668014526367
1,24,229934324917719450712197839285338075249,0.992,11173,0.20000863075256348
1,25,234586828581283243382873807872817751295,1.0,10730,0.19220852851867676
1,26,75409078619527987490318375911553978129,1.0,8195,0.1480116844177246
1,27,59036635348332973520440321876123693307,1.0,9092,0.17045235633850098
1,28,144267068148470326337886536143167584855,0.984,11317,0.2001667022705078
1,29,285494776795972782230001603555077269742,1.0,10951,0.19743847846984863
1,30,34523722609151099088397869378588693844,1.0,6882,0.12613463401794434
1,31,249450899864449462551935402344910360850,1.0,10808,0.1971266269683838
1,32,19118822807590895437794179673570115866,1.0,7870,0.15194988250732422
1,33,100954509648890150143239701503470300954,1.0,10353,0.1971585750579834
1,34,104530166407794750737584307380070633661,1.0,9001,0.15883493423461914
1,35,102769137024358327787801519820521325314,1.0,9872,0.1780858039855957
1,36,108907133105081020596435666488319884957,1.0,10223,0.18801474571228027
1,37,151209280366732658366312947665033033423,0.968,10838,0.2001018524169922
1,38,291229478954119055525388837006613528795,1.0,10769,0.19382333755493164
1,39,292641484154361729486680173496730581083,1.0,9625,0.17222023010253906
1,40,200324933611891974312434149784648232670,0.992,8794,0.20022225379943848
1,41,179174571734961125700082315763704664414,1.0,9924,0.18341898918151855
1,42,144220525573910861724334639917644448351,1.0,8858,0.16500401496887207
1,43,1415234493384983009837462232102064558,0.992,11212,0.20009970664978027
1,44,171440506687978239916590536864948293865,1.0,7740,0.1729292869567871
1,45,278712230258743954793976009128768976709,0.968,7094,0.20006632804870605
1,46,462101985372854578275006755540576110,0.992,8911,0.20026278495788574
1,47,201179869672165649621149282483566802624,0.984,10316,0.20019125938415527
1,48,235062232661435172906229117494908030096,0.984,9926,0.2000129222869873
1,49,244928222853046478405431871303514034522,1.0,7246,0.13707351684570312
2,0,228057502098073871048016059022367880462,1.0,10195,0.1977090835571289
2,1,316490262666510914487735983773509656139,0.992,10500,0.20029568672180176
2,2,98879420633998111094842446434321755124,1.0,7091,0.13212919235229492
2,3,253572255637086733637109328652567862217,1.0,7123,0.13863682746887207
2,4,332962273848452444525373530276710520873,1.0,9411,0.18571996688842773
2,5,203182587343193750915977932831169746688,1.0,10083,0.19005680084228516
2,6,31546775881823354172450949272148612791,0.992,10644,0.20016217231750488
2,7,281322570544023147815359082240386571480,1.0,10019,0.19571590423583984
